Time,BreathingWaveform
20/08/2018 14:00:27.875,7242977
20/08/2018 14:00:27.915,7241354
20/08/2018 14:00:27.955,7241301
20/08/2018 14:00:27.995,7240516
20/08/2018 14:00:28.035,7240725
20/08/2018 14:00:28.075,7240621
20/08/2018 14:00:28.115,7239940
20/08/2018 14:00:28.155,7239259
20/08/2018 14:00:28.195,7238683
20/08/2018 14:00:28.235,7238107
20/08/2018 14:00:28.275,7238893
20/08/2018 14:00:28.315,7239835
20/08/2018 14:00:28.355,7242454
20/08/2018 14:00:28.395,7244443
20/08/2018 14:00:28.435,7246748
20/08/2018 14:00:28.475,7249104
20/08/2018 14:00:28.515,7251827
20/08/2018 14:00:28.555,7252456
20/08/2018 14:00:28.595,7255388
20/08/2018 14:00:28.635,7256959
20/08/2018 14:00:28.675,7258635
20/08/2018 14:00:28.715,7259054
20/08/2018 14:00:28.755,7261934
20/08/2018 14:00:28.795,7262196
20/08/2018 14:00:28.835,7262877
20/08/2018 14:00:28.875,7262929
20/08/2018 14:00:28.915,7262824
20/08/2018 14:00:28.955,7261725
20/08/2018 14:00:28.995,7260992
20/08/2018 14:00:29.035,7261149
20/08/2018 14:00:29.075,7259892
20/08/2018 14:00:29.115,7259001
20/08/2018 14:00:29.155,7255912
20/08/2018 14:00:29.195,7250571
20/08/2018 14:00:29.235,7249628
20/08/2018 14:00:29.275,7246643
20/08/2018 14:00:29.315,7248738
20/08/2018 14:00:29.355,7250151
20/08/2018 14:00:29.395,7248161
20/08/2018 14:00:29.435,7247219
20/08/2018 14:00:29.475,7247376
20/08/2018 14:00:29.515,7248266
20/08/2018 14:00:29.555,7247847
20/08/2018 14:00:29.595,7245124
20/08/2018 14:00:29.635,7242035
20/08/2018 14:00:29.675,7240202
20/08/2018 14:00:29.715,7238264
20/08/2018 14:00:29.755,7238055
20/08/2018 14:00:29.795,7238683
20/08/2018 14:00:29.835,7238474
20/08/2018 14:00:29.875,7235175
20/08/2018 14:00:29.915,7231980
20/08/2018 14:00:29.955,7229414
20/08/2018 14:00:29.995,7226901
20/08/2018 14:00:30.035,7228943
20/08/2018 14:00:30.075,7233342
20/08/2018 14:00:30.115,7236746
20/08/2018 14:00:30.155,7238212
20/08/2018 14:00:30.195,7235908
20/08/2018 14:00:30.235,7229833
20/08/2018 14:00:30.275,7224492
20/08/2018 14:00:30.315,7221245
20/08/2018 14:00:30.355,7218626
20/08/2018 14:00:30.395,7215327
20/08/2018 14:00:30.435,7210981
20/08/2018 14:00:30.475,7207734
20/08/2018 14:00:30.515,7205326
20/08/2018 14:00:30.555,7204173
20/08/2018 14:00:30.595,7203335
20/08/2018 14:00:30.635,7205116
20/08/2018 14:00:30.675,7208048
20/08/2018 14:00:30.715,7210615
20/08/2018 14:00:30.755,7211400
20/08/2018 14:00:30.795,7211609
20/08/2018 14:00:30.835,7211609
20/08/2018 14:00:30.875,7211505
20/08/2018 14:00:30.915,7213285
20/08/2018 14:00:30.955,7213599
20/08/2018 14:00:30.995,7213652
20/08/2018 14:00:31.035,7213809
20/08/2018 14:00:31.075,7215380
20/08/2018 14:00:31.115,7217370
20/08/2018 14:00:31.155,7220564
20/08/2018 14:00:31.195,7222083
20/08/2018 14:00:31.235,7222554
20/08/2018 14:00:31.275,7221036
20/08/2018 14:00:31.315,7218312
20/08/2018 14:00:31.355,7216584
20/08/2018 14:00:31.395,7215170
20/08/2018 14:00:31.435,7213809
20/08/2018 14:00:31.475,7213599
20/08/2018 14:00:31.515,7212290
20/08/2018 14:00:31.555,7212604
20/08/2018 14:00:31.595,7211924
20/08/2018 14:00:31.635,7212028
20/08/2018 14:00:31.675,7212866
20/08/2018 14:00:31.715,7213704
20/08/2018 14:00:31.755,7214437
20/08/2018 14:00:31.795,7216637
20/08/2018 14:00:31.835,7217108
20/08/2018 14:00:31.875,7216218
20/08/2018 14:00:31.915,7215956
20/08/2018 14:00:31.955,7216218
20/08/2018 14:00:31.995,7216532
20/08/2018 14:00:32.035,7215799
20/08/2018 14:00:32.075,7212290
20/08/2018 14:00:32.115,7206896
20/08/2018 14:00:32.155,7204069
20/08/2018 14:00:32.195,7203912
20/08/2018 14:00:32.235,7204226
20/08/2018 14:00:32.275,7203388
20/08/2018 14:00:32.315,7201345
20/08/2018 14:00:32.355,7199827
20/08/2018 14:00:32.395,7199932
20/08/2018 14:00:32.435,7200298
20/08/2018 14:00:32.475,7199932
20/08/2018 14:00:32.515,7200508
20/08/2018 14:00:32.555,7199722
20/08/2018 14:00:32.595,7202183
20/08/2018 14:00:32.635,7206634
20/08/2018 14:00:32.675,7211138
20/08/2018 14:00:32.715,7210719
20/08/2018 14:00:32.755,7211924
20/08/2018 14:00:32.795,7212081
20/08/2018 14:00:32.835,7212971
20/08/2018 14:00:32.875,7214018
20/08/2018 14:00:32.915,7213599
20/08/2018 14:00:32.955,7211400
20/08/2018 14:00:32.995,7208991
20/08/2018 14:00:33.035,7206111
20/08/2018 14:00:33.075,7204069
20/08/2018 14:00:33.115,7202916
20/08/2018 14:00:33.155,7202183
20/08/2018 14:00:33.195,7200665
20/08/2018 14:00:33.235,7199094
20/08/2018 14:00:33.275,7197784
20/08/2018 14:00:33.315,7197942
20/08/2018 14:00:33.355,7196004
20/08/2018 14:00:33.395,7193700
20/08/2018 14:00:33.435,7192810
